date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:37:15	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/fab-estate:8137a3f1b7928648cc9fc8edb162ec05.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/fab-estate_8137a3f1b7928648cc9fc8edb162ec05.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:15	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/fab-auto:6b007254f515ce28d1b7d11a086b94c2.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/fab-auto_6b007254f515ce28d1b7d11a086b94c2.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:15	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/fab-close:765fa54c4bd968f02f1373e5749b6de2.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/fab-close_765fa54c4bd968f02f1373e5749b6de2.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:15	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/right-arrow-light:e19a26601dbe45bdc32c8540a2770d21.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/right-arrow-light_e19a26601dbe45bdc32c8540a2770d21.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:15	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/search:6d32b109b36b480b2034bd24f75aa3fd.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/search_6d32b109b36b480b2034bd24f75aa3fd.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:16	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/search_2x:dbe5e1a2c54f7fb91e93114284afcac2.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/search_2x_dbe5e1a2c54f7fb91e93114284afcac2.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:16	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/login:bd92e014ae1da3229ce7721b6dd7dab9.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/login_bd92e014ae1da3229ce7721b6dd7dab9.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:16	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/login_2x:684105e292aac5ea225b739d5a5bdc48.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/login_2x_684105e292aac5ea225b739d5a5bdc48.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:16	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/form2x:f1110de37cfc1ad6dda18c18adaf6759.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/form2x_f1110de37cfc1ad6dda18c18adaf6759.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:16	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/real-estate-index-arrows:d6102358026ea81ee062a6ece064e6e1.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/real-estate-index-arrows_d6102358026ea81ee062a6ece064e6e1.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:17	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/chart-empty:9c7e3a22c50e717efdbef9e1ad082817.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/chart-empty_9c7e3a22c50e717efdbef9e1ad082817.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:17	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/creditCards2x:ccdc9ac248bccccf64b4345e61521ad8.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/creditCards2x_ccdc9ac248bccccf64b4345e61521ad8.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:17	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/shared_group:f167082d7b2c3f519e12404a8cecb6f3.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/shared_group_f167082d7b2c3f519e12404a8cecb6f3.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:17	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/classifiedPriceHistory:1465ccee416dc83c79100199dfda32ac.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/classifiedPriceHistory_1465ccee416dc83c79100199dfda32ac.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:18	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/classifiedPriceHistory_2x:caaa33b4daf9dc15aa9d52de6d32ae8b.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/classifiedPriceHistory_2x_caaa33b4daf9dc15aa9d52de6d32ae8b.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:18	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/poi:f8832fc7623470fc28f50bf4e3f43c91.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/poi_f8832fc7623470fc28f50bf4e3f43c91.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:18	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/poi_2x:24902dfaf0776ab73354bc222fec2107.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/poi_2x_24902dfaf0776ab73354bc222fec2107.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:18	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/safe_payment:d753325bc2395428d111c173bb4ec3aa.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/safe_payment_d753325bc2395428d111c173bb4ec3aa.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:18	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/down:0d5dfc091b9d20b4fe96fe52d4b476bb.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/down_0d5dfc091b9d20b4fe96fe52d4b476bb.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:19	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/auto360:939f670f5cddb785fd6e0881d860d19a.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/auto360_939f670f5cddb785fd6e0881d860d19a.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:19	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/auto360_2x:03e00397d2f390d78330ec4c645f6e13.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/auto360_2x_03e00397d2f390d78330ec4c645f6e13.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:19	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/commonToast:c02551e55a2e43ae9999db10d8ef9b6b.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/commonToast_c02551e55a2e43ae9999db10d8ef9b6b.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:19	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5ff1c287b7b8e%22	https://sahibinden.secure-al.net/assets/images/commonToast_2x:29d9ed300fac10fdd6a874dbc1365871.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/assets/images/commonToast_2x_29d9ed300fac10fdd6a874dbc1365871.png	(from https://sahibinden.secure-al.net/1/mobildosyalar/responsiveClassifiedDetailce71589b2c5aa4ad6f45852864e66135.css)
13:37:20	14150/14150	---M--	200	added ('OK')	image/png	etag:%22649adfc6-3746%22	https://sahibinden.secure-al.net/1/menu.png	C:/Benim%20Web%20Sitem/deneme1/sahibinden.secure-al.net/1/menu.png	(from https://sahibinden.secure-al.net/1/ikicss.css)
13:37:20	7667/7667	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2028%20Jun%202023%2010:37:21%20GMT	https://www.sahibinden.com/assets/images/classifiedDetail:5d9c9afcfc8805636343092e7beabf47.png	C:/Benim%20Web%20Sitem/deneme1/www.sahibinden.com/assets/images/classifiedDetail_5d9c9afcfc8805636343092e7beabf47.58.delayed	(from https://sahibinden.secure-al.net/1/ikicss.css)
13:37:21	7680/7680	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2028%20Jun%202023%2010:37:21%20GMT	https://www.sahibinden.com/assets/images/classifiedDetail_2x:a8c96d1a7a6fca1b84fab90ee714e002.png	C:/Benim%20Web%20Sitem/deneme1/www.sahibinden.com/assets/images/classifiedDetail_2x_a8c96d1a7a6fca1b84fab90ee714e002.59.delayed	(from https://sahibinden.secure-al.net/1/ikicss.css)
13:37:23	63056/63056	---M-Z	200	added ('OK')	application/javascript	etag:%22476f50cbc514dd2a147e8856d7d6a2eb%22	https://cdn.sift.com/s.js	C:/Benim%20Web%20Sitem/deneme1/cdn.sift.com/s.js	(from https://sahibinden.secure-al.net/1/giris-27062023164433-9115)
